,Rank,Release Year,Movie,Worldwide Box Office,Domestic Box Office,International Box Office
22,342,2001,Planet of the Apes,"$362,211,740","$180,011,740","$182,200,000"
23,343,2013,The Hangover 3,"$362,000,072","$112,200,072","$249,800,000"
24,344,1999,The World is Not Enough,"$361,730,660","$126,930,660","$234,800,000"
25,345,2018,Zhuo yao ji 2,"$361,683,815","$706,153","$360,977,662"
26,346,2016,Kimi no na wa,"$361,024,012","$5,000,181","$356,023,831"
27,347,2015,Zhuo yao ji,"$359,495,591","$32,766","$359,462,825"
28,348,2005,Batman Begins,"$359,142,722","$205,343,774","$153,798,948"
29,349,1992,Home Alone 2: Lost in New York,"$358,994,850","$173,585,516","$185,409,334"
30,350,2002,Minority Report,"$358,824,714","$132,024,714","$226,800,000"
31,351,1994,The Flintstones,"$358,500,000","$130,531,208","$227,968,792"
32,352,1986,Top Gun,"$356,799,634","$179,800,601","$176,999,033"
33,353,1995,Goldeneye,"$356,429,941","$106,429,941","$250,000,000"
34,354,1999,American Beauty,"$356,258,047","$130,058,047","$226,200,000"
35,355,2000,Dinosaur,"$356,148,063","$137,748,063","$218,400,000"
36,356,2019,Shazam!,"$356,012,606","$135,738,235","$220,274,371"
37,357,2002,Catch Me if You Can,"$355,612,291","$164,606,800","$191,005,491"
38,358,2011,X-Men: First Class,"$355,408,305","$146,408,305","$209,000,000"
39,359,2014,Night at the Museum: Secret of the Tomb,"$353,756,621","$113,746,621","$240,010,000"
40,360,1993,The Fugitive,"$353,715,317","$183,875,760","$169,839,557"
41,361,2014,Noah,"$352,831,065","$101,200,044","$251,631,021"
42,362,1992,Basic Instinct,"$352,700,000","$117,727,224","$234,972,776"
43,363,2016,The Angry Birds Movie,"$352,327,887","$107,509,366","$244,818,521"
44,364,2010,The Karate Kid,"$351,774,938","$176,591,618","$175,183,320"
45,365,1994,The Mask,"$351,620,129","$119,920,129","$231,700,000"
46,366,1988,Who Framed Roger Rabbit?,"$351,500,000","$154,112,492","$197,387,508"
47,367,2013,The Great Gatsby,"$351,040,419","$144,840,419","$206,200,000"
48,368,2012,Doctor Seuss' The Lorax,"$350,976,753","$214,030,500","$136,946,253"
49,369,2001,Hannibal,"$350,100,280","$165,092,266","$185,008,014"
50,370,1998,Deep Impact,"$349,464,664","$140,464,664","$209,000,000"
51,371,2011,Alvin and the Chipmunks: Chipwrecked,"$349,088,523","$133,107,389","$215,981,134"
52,372,2016,The Legend of Tarzan,"$348,902,025","$126,643,061","$222,258,964"
53,373,2004,"I, Robot","$348,629,585","$144,801,023","$203,828,562"
54,374,2013,The Smurfs 2,"$348,547,523","$71,017,784","$277,529,739"
55,375,2014,The Maze Runner,"$348,319,861","$102,427,862","$245,891,999"
56,376,2001,Rush Hour 2,"$347,425,832","$226,164,286","$121,261,546"
57,377,2018,Peter Rabbit,"$347,136,477","$115,234,093","$231,902,384"
58,378,1995,Pocahontas,"$347,100,000","$141,579,773","$205,520,227"
59,379,2017,Murder on the Orient Express,"$345,922,730","$102,826,543","$243,096,187"
60,380,2000,How the Grinch Stole Christmas,"$345,141,403","$260,044,825","$85,096,578"
61,381,2017,xXx: Return of Xander Cage,"$345,033,359","$44,898,413","$300,134,946"
62,382,2016,Trolls,"$344,072,233","$153,707,064","$190,365,169"
63,383,2018,Mary Poppins Returns,"$343,804,158","$171,958,438","$171,845,720"
64,384,2006,Over the Hedge,"$343,397,247","$155,019,340","$188,377,907"
65,385,2013,Now You See Me,"$342,769,200","$117,723,989","$225,045,211"
66,386,2008,Wanted,"$342,416,460","$134,508,551","$207,907,909"
67,387,1977,Close Encounters of the Third Kind,"$340,800,479","$169,100,479","$171,700,000"
68,388,2007,Enchanted,"$340,384,141","$127,706,877","$212,677,264"
69,389,1997,Tomorrow Never Dies,"$339,504,276","$125,304,276","$214,200,000"
70,390,2019,Dumbo,"$338,062,471","$110,048,077","$228,014,394"
71,391,1995,Batman Forever,"$336,529,144","$184,031,112","$152,498,032"
72,392,2010,Prince of Persia: Sands of Time,"$336,359,676","$90,759,676","$245,600,000"
73,393,1996,The Rock,"$336,069,511","$134,069,511","$202,000,000"
74,394,1995,Apollo 13,"$335,802,271","$173,772,767","$162,029,504"
75,395,2016,Star Trek Beyond,"$335,802,233","$158,848,340","$176,953,893"
76,396,2017,Never Say Die,"$334,536,622",$0,"$334,536,622"
77,397,2018,A Quiet Place,"$334,522,294","$188,024,361","$146,497,933"
78,398,2016,The Great Wall,"$334,486,852","$45,157,105","$289,329,747"
79,399,2015,The Good Dinosaur,"$333,771,037","$123,087,120","$210,683,917"
80,400,2005,Fantastic Four,"$333,132,750","$154,696,080","$178,436,670"
1,401,1984,Indiana Jones and the Temple of Doom,"$333,080,271","$179,880,271","$153,200,000"
2,402,1989,Back to the Future Part II,"$332,000,000","$118,450,002","$213,549,998"
3,403,2014,22 Jump Street,"$331,333,876","$191,719,337","$139,614,539"
4,404,2004,National Treasure,"$331,323,410","$173,005,002","$158,318,408"
5,405,2010,Black Swan,"$331,266,710","$106,954,678","$224,312,032"
6,406,2014,300: Rise of an Empire,"$330,780,051","$106,580,051","$224,200,000"
7,407,2000,Meet the Parents,"$330,425,040","$166,225,040","$164,200,000"
8,408,2008,The Curious Case of Benjamin Button,"$329,631,958","$127,509,326","$202,122,632"
9,409,2000,The Perfect Storm,"$328,711,434","$182,618,434","$146,093,000"
10,410,2016,Now You See Me 2,"$328,325,007","$65,075,540","$263,249,467"
11,411,1986,Crocodile Dundee,"$328,203,506","$174,803,506","$153,400,000"
12,412,1995,Se7en,"$328,125,643","$100,125,643","$228,000,000"
13,413,2008,Bolt,"$328,015,029","$114,053,579","$213,961,450"
14,414,2015,Taken 3,"$327,656,424","$89,256,424","$238,400,000"
15,415,2019,Feng Kuang De Wai Xing Ren,"$326,150,303",$0,"$326,150,303"
16,416,2006,The Devil Wears Prada,"$326,073,155","$124,740,460","$201,332,695"
17,417,1996,The Hunchback of Notre Dame,"$325,500,000","$100,138,851","$225,361,149"
18,418,2010,Robin Hood,"$322,459,006","$105,487,148","$216,971,858"
19,419,1993,Schindlerâs List,"$322,197,132","$96,898,818","$225,298,314"
20,420,2010,Megamind,"$321,887,208","$148,415,853","$173,471,355"
1,421,1987,Fatal Attraction,"$320,100,000","$156,645,693","$163,454,307"
2,422,2010,The Last Airbender,"$319,713,881","$131,772,187","$187,941,694"
3,423,1992,Lethal Weapon 3,"$319,700,000","$144,731,527","$174,968,473"
4,424,2012,Journey 2: The Mysterious Island,"$318,146,162","$103,860,290","$214,285,872"
5,425,2013,The Conjuring,"$318,000,141","$137,400,141","$180,600,000"
6,426,2001,A Beautiful Mind,"$317,668,058","$170,708,996","$146,959,062"
7,427,2018,Green Book,"$317,497,042","$85,080,171","$232,416,871"
8,428,2009,Inglourious Basterds,"$316,915,264","$120,774,594","$196,140,670"
9,429,1984,Beverly Hills Cop,"$316,300,000","$234,760,478","$81,539,522"
10,430,2009,Disneyâs A Christmas Carol,"$315,709,697","$137,855,863","$177,853,834"
11,431,1997,Air Force One,"$315,268,353","$172,956,409","$142,311,944"
12,432,2009,The Proposal,"$314,709,717","$163,958,031","$150,751,686"
13,433,1997,As Good as it Gets,"$314,111,923","$148,478,011","$165,633,912"
14,434,2016,Resident Evil: The Final Chapter,"$314,101,190","$26,844,692","$287,256,498"
15,435,2012,Battleship,"$313,477,717","$65,233,400","$248,244,317"
16,436,1999,Austin Powers: The Spy Who Shagged Me,"$312,383,487","$206,040,085","$106,343,402"
17,437,2012,The Expendables 2,"$311,979,256","$85,028,192","$226,951,064"
18,438,2007,Ocean's Thirteen,"$311,744,465","$117,144,465","$194,600,000"
19,439,2004,The Polar Express,"$311,365,187","$187,224,605","$124,140,582"
20,440,2016,The Conjuring 2: The Enfield Poltergeist,"$311,262,102","$102,470,008","$208,792,094"
21,441,2015,The SpongeBob Movie: Sponge Out of Water,"$311,013,181","$162,994,032","$148,019,149"
22,442,2004,The Bourne Supremacy,"$311,001,124","$176,087,450","$134,913,674"
23,443,2017,The Lego Batman Movie,"$310,660,018","$175,750,384","$134,909,634"
24,444,2010,Little Fockers,"$310,650,574","$148,438,600","$162,211,974"
25,445,2015,Maze Runner: The Scorch Trials,"$310,566,162","$81,697,192","$228,868,970"
26,446,1999,Runaway Bride,"$310,138,178","$152,257,509","$157,880,669"
27,447,2005,Chicken Little,"$310,043,823","$135,386,665","$174,657,158"
28,448,1996,Ransom,"$308,700,000","$136,492,681","$172,207,319"
29,449,2017,Qian Ren 3: Yan Zhi Da Zuo Zhan,"$307,547,824","$837,791","$306,710,033"
30,450,2006,The Pursuit of Happyness,"$307,311,093","$162,586,036","$144,725,057"
31,451,2014,The Fault in Our Stars,"$307,166,834","$124,872,350","$182,294,484"
32,452,2012,Rise of the Guardians,"$306,900,902","$103,412,758","$203,488,144"
33,453,2002,Chicago,"$306,770,545","$170,687,518","$136,083,027"
34,454,2009,The Blind Side,"$305,705,794","$255,959,475","$49,746,319"
35,455,2017,Annabelle: Creation,"$305,384,865","$102,092,201","$203,292,664"
36,456,2012,Wrath of the Titans,"$305,270,083","$83,670,083","$221,600,000"
37,457,2017,Wonder,"$304,604,712","$132,422,809","$172,181,903"
38,458,2013,A Good Day to Die Hard,"$304,249,198","$67,349,198","$236,900,000"
39,459,1996,101 Dalmatians,"$304,200,000","$136,189,294","$168,010,706"
40,460,2018,Skyscraper,"$304,115,534","$68,420,120","$235,695,414"
41,461,1998,Mulan,"$303,500,000","$120,620,254","$182,879,746"
42,462,1997,Liar Liar,"$302,710,615","$181,410,615","$121,300,000"
43,463,2009,G.I. Joe: The Rise of Cobra,"$302,469,017","$150,201,498","$152,267,519"
44,464,2016,Passengers,"$302,239,672","$100,014,699","$202,224,973"
45,465,1991,Hook,"$300,854,823","$119,654,823","$181,200,000"
46,466,1985,Rambo: First Blood Part II,"$300,400,000","$150,415,432","$149,984,568"
47,467,1985,Rocky IV,"$300,373,716","$127,873,716","$172,500,000"
48,468,1978,Superman,"$300,200,000","$134,218,018","$165,981,982"
49,469,2004,Van Helsing,"$300,150,546","$120,150,546","$180,000,000"
50,470,2008,Horton Hears a Who,"$299,477,886","$154,529,439","$144,948,447"
51,471,2010,Shutter Island,"$299,461,782","$128,012,934","$171,448,848"
52,472,1997,My Best Friend's Wedding,"$298,923,419","$126,813,153","$172,110,266"
53,473,1999,Stuart Little,"$298,815,224","$140,015,224","$158,800,000"
54,474,2018,Oceanâs 8,"$297,115,976","$140,218,711","$156,897,265"
55,475,1989,Look Who's Talking,"$297,100,000","$140,088,813","$157,011,187"
56,476,2000,X-Men,"$296,872,367","$157,299,717","$139,572,650"
57,477,2002,Austin Powers in Goldmember,"$296,338,663","$213,117,789","$83,220,874"
58,478,2016,Miss Peregrineâs Home for Peculiar Children,"$295,986,876","$87,242,834","$208,744,042"
59,479,2010,Resident Evil: Afterlife,"$295,874,190","$60,128,566","$235,745,624"
60,480,1984,Ghostbusters,"$295,212,467","$242,212,467","$53,000,000"
61,481,2015,The Divergent Series: Insurgent,"$295,075,882","$130,179,072","$164,896,810"
62,482,2010,Sex and the City 2,"$294,680,778","$95,347,692","$199,333,086"
63,483,2016,Dangal,"$294,654,618","$12,391,761","$282,262,857"
64,484,1998,Doctor Dolittle,"$294,156,605","$144,156,605","$150,000,000"
65,485,2009,G-Force,"$292,817,841","$119,436,770","$173,381,071"
66,486,2018,Pacific Rim: Uprising,"$290,930,148","$59,874,525","$231,055,623"
67,487,1999,The Green Mile,"$290,701,374","$136,801,374","$153,900,000"
68,488,2010,Salt,"$290,650,494","$118,311,368","$172,339,126"
69,489,2017,Ferdinand,"$289,859,163","$84,410,380","$205,448,783"
70,490,2006,The Departed,"$289,660,619","$132,384,315","$157,276,304"
71,491,2011,Bridesmaids,"$289,632,023","$169,211,718","$120,420,305"
72,492,2007,Fantastic Four: Rise of the Silver Surfer,"$289,480,691","$131,921,738","$157,558,953"
73,493,1988,Coming to America,"$288,800,000","$128,152,301","$160,647,699"
74,494,2000,What Lies Beneath,"$288,693,989","$155,464,351","$133,229,638"
75,495,2013,Oblivion,"$287,916,633","$89,107,235","$198,809,398"
76,496,2015,Pitch Perfect 2,"$287,625,468","$184,296,230","$103,329,238"
77,497,2007,Bee Movie,"$287,594,577","$126,631,277","$160,963,300"
78,498,2013,Turbo,"$286,896,578","$83,028,130","$203,868,448"
79,499,2001,American Pie 2,"$286,500,000","$145,096,820","$141,403,180"
80,500,1965,The Sound of Music,"$286,214,286","$163,214,286","$123,000,000"
1,501,2013,Elysium,"$286,192,091","$93,050,117","$193,141,974"
2,502,1998,Lethal Weapon 4,"$285,400,000","$130,444,603","$154,955,397"
3,503,2005,Wedding Crashers,"$283,218,368","$209,218,368","$74,000,000"
4,504,1994,Speed,"$283,200,000","$121,248,145","$161,951,855"
5,505,2012,John Carter,"$282,778,100","$73,058,679","$209,719,421"
6,506,1977,Saturday Night Fever,"$282,400,000","$139,486,124","$142,913,876"
7,507,1995,Casper,"$282,300,000","$100,328,194","$181,971,806"
8,508,2001,Bridget Jones's Diary,"$281,527,158","$71,500,556","$210,026,602"
9,509,2012,The Bourne Legacy,"$280,355,920","$113,203,870","$167,152,050"
10,510,1998,Shakespeare in Love,"$279,500,000","$100,317,794","$179,182,206"
11,511,2017,Split,"$278,964,806","$138,141,585","$140,823,221"
12,512,2010,The Tourist,"$278,731,369","$67,631,157","$211,100,212"
13,513,2000,Scary Movie,"$277,200,000","$157,019,771","$120,180,229"
14,514,2016,Alice Through the Looking Glass,"$276,928,112","$77,042,381","$199,885,731"
15,515,1987,Beverly Hills Cop II,"$276,665,036","$153,665,036","$123,000,000"
16,516,2002,Scooby-Doo,"$276,294,164","$153,294,164","$123,000,000"
17,517,2014,Divergent,"$276,014,965","$150,947,895","$125,067,070"
18,518,1991,The Silence of the Lambs,"$275,726,716","$130,726,716","$145,000,000"
19,519,2002,Sen to Chihiro no Kamikakushi,"$274,949,886","$10,049,886","$264,900,000"
20,520,2008,Gran Torino,"$274,543,085","$148,095,302","$126,447,783"
1,521,2008,High School Musical 3: Senior Year,"$274,392,880","$90,559,416","$183,833,464"
2,522,2013,Cloudy with a Chance of Meatballs 2,"$274,392,649","$119,793,567","$154,599,082"
3,523,1996,Jerry Maguire,"$274,000,000","$153,952,592","$120,047,408"
4,524,1996,The Nutty Professor,"$273,814,019","$128,814,019","$145,000,000"
5,525,2018,Tomb Raider,"$273,477,501","$58,250,803","$215,226,698"
6,526,2012,Lincoln,"$273,346,281","$182,207,973","$91,138,308"
7,527,2001,Lara Croft: Tomb Raider,"$273,330,185","$131,144,183","$142,186,002"
8,528,2003,Bad Boys II,"$273,271,982","$138,540,870","$134,731,112"
9,529,2010,Grown Ups,"$272,223,430","$162,001,186","$110,222,244"
10,530,2009,The Princess and the Frog,"$270,997,378","$104,400,899","$166,596,479"
11,531,2014,Neighbors,"$270,944,428","$150,086,800","$120,857,628"
12,532,1993,The Firm,"$270,340,892","$158,340,892","$112,000,000"
13,533,2014,Mr. Peabody & Sherman,"$269,806,430","$111,506,430","$158,300,000"
14,534,2008,"10,000 B.C.","$269,065,678","$94,784,201","$174,281,477"
15,535,1972,The Godfather,"$268,500,000","$134,966,411","$133,533,589"
16,536,2014,Exodus: Gods and Kings,"$268,314,513","$65,014,513","$203,300,000"
17,537,2010,The Expendables,"$268,268,174","$103,068,524","$165,199,650"
18,538,1942,Bambi,"$268,000,000","$102,797,000","$165,203,000"
19,539,2007,American Gangster,"$267,985,456","$130,164,645","$137,820,811"
20,540,2013,We're the Millers,"$267,816,276","$150,394,119","$117,422,157"
21,541,2002,xXx,"$267,200,000","$141,930,000","$125,270,000"
22,542,1992,Batman Returns,"$266,824,291","$162,833,635","$103,990,656"
23,543,2003,Something's Gotta Give,"$266,685,242","$124,685,242","$142,000,000"
24,544,1993,Indecent Proposal,"$266,600,000","$106,614,059","$159,985,941"
25,545,2018,Maze Runner: The Death Cure,"$265,878,536","$58,032,443","$207,846,093"
26,546,2008,The Incredible Hulk,"$265,573,859","$134,806,913","$130,766,946"
27,547,1995,Waterworld,"$264,246,220","$88,246,220","$176,000,000"
28,548,1998,The Truman Show,"$264,118,201","$125,618,201","$138,500,000"
29,549,1997,The Fifth Element,"$263,898,761","$63,570,862","$200,327,899"
30,550,2004,Bridget Jones: The Edge Of Reason,"$263,894,551","$40,203,020","$223,691,531"
31,551,2011,Real Steel,"$263,880,341","$85,463,309","$178,417,032"
32,552,1950,Cinderella,"$263,591,415","$85,000,000","$178,591,415"
33,553,2017,Baahubali 2: The Conclusion,"$263,502,914","$18,985,794","$244,517,120"
34,554,2013,Epic,"$262,794,441","$107,518,682","$155,275,759"
35,555,1995,Jumanji,"$262,758,310","$100,458,310","$162,300,000"
36,556,2006,Borat,"$261,443,242","$128,505,958","$132,937,284"
37,557,1990,Total Recall,"$261,400,000","$119,394,839","$142,005,161"
38,558,1997,The Full Monty,"$261,249,383","$45,950,122","$215,299,261"
39,559,2005,Robots,"$260,700,012","$128,200,012","$132,500,000"
40,560,2013,The Lone Ranger,"$260,002,115","$89,302,115","$170,700,000"
41,561,2000,Charlie's Angels,"$259,736,090","$125,305,545","$134,430,545"
42,562,2017,Blade Runner 2049,"$259,357,408","$92,054,159","$167,303,249"
43,563,2014,Paddington,"$258,789,097","$76,223,578","$182,565,519"
44,564,2010,Knight and Day,"$258,751,370","$76,423,035","$182,328,335"
45,565,1985,Out of Africa,"$258,210,860","$79,096,868","$179,113,992"
46,566,2011,Super 8,"$257,972,745","$127,004,179","$130,968,566"
47,567,2013,American Hustle,"$257,878,294","$150,117,807","$107,760,487"
48,568,2000,Erin Brockovich,"$257,805,243","$125,548,685","$132,256,558"
49,569,2004,The Village,"$257,641,634","$114,197,520","$143,444,114"
50,570,2014,Annabelle,"$256,862,920","$84,273,813","$172,589,107"
51,571,2007,Rush Hour 3,"$256,585,882","$140,125,968","$116,459,914"
52,572,1997,Bean,"$256,574,128","$45,334,169","$211,239,959"
53,573,2017,Gong fu yu jia,"$256,004,127","$362,657","$255,641,470"
54,574,2014,The Taking of Tiger Mountain,"$255,982,933","$222,964","$255,759,969"
55,575,2019,Fei Chi Ren Sheng,"$255,832,826",$0,"$255,832,826"
56,576,2017,Get Out,"$255,367,951","$176,040,665","$79,327,286"
57,577,1993,Cliffhanger,"$255,000,000","$84,049,211","$170,950,789"
58,578,2018,Halloween,"$254,824,410","$159,342,015","$95,482,395"
59,579,2007,Wild Hogs,"$253,555,383","$168,213,584","$85,341,799"
60,580,2010,True Grit,"$252,276,928","$171,243,005","$81,033,923"
61,581,2009,Michael Jackson's This Is It,"$252,091,016","$72,091,016","$180,000,000"
62,582,2019,Us,"$251,915,896","$174,053,560","$77,862,336"
63,583,2013,After Earth,"$251,499,665","$60,522,097","$190,977,568"
64,584,1998,You've Got Mail,"$250,800,000","$115,821,495","$134,978,505"
65,585,1997,Hercules,"$250,700,000","$99,112,101","$151,587,899"
66,586,1998,Enemy of the State,"$250,649,836","$111,549,836","$139,100,000"
67,587,2003,Brother Bear,"$250,397,798","$85,336,277","$165,061,521"
68,588,1996,Space Jam,"$250,200,000","$90,463,534","$159,736,466"
69,589,2015,The Peanuts Movie,"$250,091,610","$130,178,411","$119,913,199"
70,590,2015,Alvin and the Chipmunks: The Road Chip,"$249,517,956","$85,886,987","$163,630,969"
71,591,2006,Eragon,"$249,488,115","$75,030,163","$174,457,952"
72,592,2017,Xi You Fu Yao Pian,"$248,805,149","$880,346","$247,924,803"
73,593,2015,The Ghouls,"$248,692,722","$1,243,810","$247,448,912"
74,594,2003,Love Actually,"$248,505,300","$59,472,278","$189,033,022"
75,595,1999,The Blair Witch Project,"$248,300,000","$140,539,099","$107,760,901"
76,596,2002,The Ring,"$248,218,486","$129,094,024","$119,124,462"
77,597,2000,Unbreakable,"$248,099,143","$94,999,143","$153,100,000"
78,598,2008,Marley & Me,"$247,812,011","$143,153,751","$104,658,260"
